id	age	sex	region	income	married	children	car	save_act	current_act	mortgage	pep
ID12568	34	0	2	12810.2	0	3	0	1	1	0	1
ID12569	43	1	2	15109.4	1	0	0	0	1	0	1
ID12570	63	1	3	37414.7	0	3	1	1	1	0	0
ID12571	62	0	0	41521.6	1	0	0	1	1	1	0
ID12572	51	0	0	25372.8	1	0	1	1	1	0	0
ID12573	61	1	0	21139.8	1	2	1	1	0	0	0
ID12574	41	0	3	27757.6	0	0	0	1	1	0	1
ID12575	31	0	3	22678.1	0	1	1	1	1	1	1
ID12576	33	0	3	12178.5	1	2	0	1	1	1	0
ID12577	43	1	1	26106.7	0	1	0	0	1	0	1
ID12578	40	1	0	27417.6	1	0	0	1	1	1	0
ID12579	47	1	3	23337.2	1	2	0	1	1	1	0
ID12580	46	1	3	43395.5	0	1	1	1	1	0	1
ID12581	30	1	1	11536.2	1	2	0	0	1	1	0
ID12582	47	1	0	44658.6	0	2	1	1	1	0	1
ID12583	44	1	1	32762.5	0	0	0	1	1	1	0
ID12584	23	1	1	16403.8	1	0	1	1	0	0	0
ID12585	28	0	0	21184.7	1	1	1	1	1	0	1
ID12586	64	0	0	49917.3	1	0	1	1	1	1	0
ID12587	35	0	3	21623.8	1	0	0	1	0	1	0
ID12588	19	1	1	16625.9	1	1	0	0	1	0	1
ID12589	27	0	3	14014.5	1	3	0	1	0	0	0
ID12590	27	1	0	20409.3	1	2	0	1	0	0	1
ID12591	58	0	0	31671.3	1	1	1	1	0	1	1
ID12592	46	0	3	17149.2	0	1	1	1	1	0	1
ID12593	61	0	3	27756.3	1	0	1	1	0	1	1
ID12594	59	1	0	40949.9	0	0	0	1	1	0	1
ID12595	47	0	1	43743.2	1	3	0	1	1	0	0
ID12596	44	1	0	38459.9	1	0	0	0	0	1	1
ID12597	50	1	3	40972.9	0	2	1	1	1	1	1
ID12598	64	1	0	46587.9	0	0	0	1	1	0	1
ID12599	51	0	3	43799.6	0	0	0	1	1	1	0
